snr,tbs,itbs,nr,bler
13.200000000000003,256,1,32,0.0
13.200000000000003,256,1,64,0.0
13.200000000000003,256,1,128,0.0
13.200000000000003,256,2,1,0.0
13.200000000000003,256,2,2,0.0
13.200000000000003,256,2,4,0.0
13.200000000000003,256,2,8,0.0
13.200000000000003,256,2,16,0.0
13.200000000000003,256,2,32,0.0
13.200000000000003,256,2,64,0.0
13.200000000000003,256,2,128,0.0
13.200000000000003,256,3,1,0.0
13.200000000000003,256,3,2,0.0
13.200000000000003,256,3,4,0.0
13.200000000000003,256,3,8,0.0
13.200000000000003,256,3,16,0.0
13.200000000000003,256,3,32,0.0
13.200000000000003,256,3,64,0.0
13.200000000000003,256,3,128,0.0
13.200000000000003,256,4,1,0.0
13.200000000000003,256,4,2,0.0
13.200000000000003,256,4,4,0.0
13.200000000000003,256,4,8,0.0
13.200000000000003,256,4,16,0.0
13.200000000000003,256,4,32,0.0
13.200000000000003,256,4,64,0.0
13.200000000000003,256,4,128,0.0
13.200000000000003,256,6,1,0.0
13.200000000000003,256,6,2,0.0
13.200000000000003,256,6,4,0.0
13.200000000000003,256,6,8,0.0
13.200000000000003,256,6,16,0.0
13.200000000000003,256,6,32,0.0
13.200000000000003,256,6,64,0.0
13.200000000000003,256,6,128,0.0
13.200000000000003,256,8,1,0.0
13.200000000000003,256,8,2,0.0
13.200000000000003,256,8,4,0.0
13.200000000000003,256,8,8,0.0
13.200000000000003,256,8,16,0.0
13.200000000000003,256,8,32,0.0
13.200000000000003,256,8,64,0.0
13.200000000000003,256,8,128,0.0
13.300000000000004,256,0,1,0.0
13.300000000000004,256,0,2,0.0
13.300000000000004,256,0,4,0.0
13.300000000000004,256,0,8,0.0
13.300000000000004,256,0,16,0.0
13.300000000000004,256,0,32,0.0
13.300000000000004,256,0,64,0.0
13.300000000000004,256,0,128,0.0
13.300000000000004,256,1,1,0.0
13.300000000000004,256,1,2,0.0
13.300000000000004,256,1,4,0.0
13.300000000000004,256,1,8,0.0
13.300000000000004,256,1,16,0.0
13.300000000000004,256,1,32,0.0
13.300000000000004,256,1,64,0.0
13.300000000000004,256,1,128,0.0
13.300000000000004,256,2,1,0.0
13.300000000000004,256,2,2,0.0
13.300000000000004,256,2,4,0.0
13.300000000000004,256,2,8,0.0
13.300000000000004,256,2,16,0.0
13.300000000000004,256,2,32,0.0
13.300000000000004,256,2,64,0.0
13.300000000000004,256,2,128,0.0
13.300000000000004,256,3,1,0.0
13.300000000000004,256,3,2,0.0
13.300000000000004,256,3,4,0.0
13.300000000000004,256,3,8,0.0
13.300000000000004,256,3,16,0.0
13.300000000000004,256,3,32,0.0
13.300000000000004,256,3,64,0.0
13.300000000000004,256,3,128,0.0
13.300000000000004,256,4,1,0.0
13.300000000000004,256,4,2,0.0
13.300000000000004,256,4,4,0.0
13.300000000000004,256,4,8,0.0
13.300000000000004,256,4,16,0.0
13.300000000000004,256,4,32,0.0
13.300000000000004,256,4,64,0.0
13.300000000000004,256,4,128,0.0
13.300000000000004,256,6,1,0.0
13.300000000000004,256,6,2,0.0
13.300000000000004,256,6,4,0.0
13.300000000000004,256,6,8,0.0
13.300000000000004,256,6,16,0.0
13.300000000000004,256,6,32,0.0
13.300000000000004,256,6,64,0.0
13.300000000000004,256,6,128,0.0
13.300000000000004,256,8,1,0.0
13.300000000000004,256,8,2,0.0
13.300000000000004,256,8,4,0.0
13.300000000000004,256,8,8,0.0
13.300000000000004,256,8,16,0.0
13.300000000000004,256,8,32,0.0
13.300000000000004,256,8,64,0.0
13.300000000000004,256,8,128,0.0
13.400000000000006,256,0,1,0.0
13.400000000000006,256,0,2,0.0
13.400000000000006,256,0,4,0.0
13.400000000000006,256,0,8,0.0
13.400000000000006,256,0,16,0.0
13.400000000000006,256,0,32,0.0
13.400000000000006,256,0,64,0.0
13.400000000000006,256,0,128,0.0
13.400000000000006,256,1,1,0.0
13.400000000000006,256,1,2,0.0
13.400000000000006,256,1,4,0.0
13.400000000000006,256,1,8,0.0
13.400000000000006,256,1,16,0.0
13.400000000000006,256,1,32,0.0
13.400000000000006,256,1,64,0.0
13.400000000000006,256,1,128,0.0
13.400000000000006,256,2,1,0.0
13.400000000000006,256,2,2,0.0
13.400000000000006,256,2,4,0.0
13.400000000000006,256,2,8,0.0
13.400000000000006,256,2,16,0.0
13.400000000000006,256,2,32,0.0
13.400000000000006,256,2,64,0.0
13.400000000000006,256,2,128,0.0
13.400000000000006,256,3,1,0.0
13.400000000000006,256,3,2,0.0
13.400000000000006,256,3,4,0.0
13.400000000000006,256,3,8,0.0
13.400000000000006,256,3,16,0.0
13.400000000000006,256,3,32,0.0
13.400000000000006,256,3,64,0.0
13.400000000000006,256,3,128,0.0
13.400000000000006,256,4,1,0.0
13.400000000000006,256,4,2,0.0
13.400000000000006,256,4,4,0.0
13.400000000000006,256,4,8,0.0
13.400000000000006,256,4,16,0.0
13.400000000000006,256,4,32,0.0
13.400000000000006,256,4,64,0.0
13.400000000000006,256,4,128,0.0
13.400000000000006,256,6,1,0.0
13.400000000000006,256,6,2,0.0
13.400000000000006,256,6,4,0.0
13.400000000000006,256,6,8,0.0
13.400000000000006,256,6,16,0.0
13.400000000000006,256,6,32,0.0
13.400000000000006,256,6,64,0.0
13.400000000000006,256,6,128,0.0
13.400000000000006,256,8,1,0.0
13.400000000000006,256,8,2,0.0
13.400000000000006,256,8,4,0.0
13.400000000000006,256,8,8,0.0
13.400000000000006,256,8,16,0.0
13.400000000000006,256,8,32,0.0
13.400000000000006,256,8,64,0.0
13.400000000000006,256,8,128,0.0
13.5,256,0,1,0.0
13.5,256,0,2,0.0
13.5,256,0,4,0.0
13.5,256,0,8,0.0
13.5,256,0,16,0.0
13.5,256,0,32,0.0
13.5,256,0,64,0.0
13.5,256,0,128,0.0
13.5,256,1,1,0.0
13.5,256,1,2,0.0
13.5,256,1,4,0.0
13.5,256,1,8,0.0
13.5,256,1,16,0.0
13.5,256,1,32,0.0
13.5,256,1,64,0.0
13.5,256,1,128,0.0
13.5,256,2,1,0.0
13.5,256,2,2,0.0
13.5,256,2,4,0.0
13.5,256,2,8,0.0
13.5,256,2,16,0.0
13.5,256,2,32,0.0
13.5,256,2,64,0.0
13.5,256,2,128,0.0
13.5,256,3,1,0.0
13.5,256,3,2,0.0
13.5,256,3,4,0.0
13.5,256,3,8,0.0
13.5,256,3,16,0.0
13.5,256,3,32,0.0
13.5,256,3,64,0.0
13.5,256,3,128,0.0
13.5,256,4,1,0.0
13.5,256,4,2,0.0
13.5,256,4,4,0.0
13.5,256,4,8,0.0
13.5,256,4,16,0.0
13.5,256,4,32,0.0
13.5,256,4,64,0.0
13.5,256,4,128,0.0
13.5,256,6,1,0.0
13.5,256,6,2,0.0
13.5,256,6,4,0.0
13.5,256,6,8,0.0
13.5,256,6,16,0.0
13.5,256,6,32,0.0
13.5,256,6,64,0.0
13.5,256,6,128,0.0
13.5,256,8,1,0.0
13.5,256,8,2,0.0
13.5,256,8,4,0.0
13.5,256,8,8,0.0
13.5,256,8,16,0.0
13.5,256,8,32,0.0
13.5,256,8,64,0.0
13.5,256,8,128,0.0
13.600000000000001,256,0,1,0.0
13.600000000000001,256,0,2,0.0
13.600000000000001,256,0,4,0.0
13.600000000000001,256,0,8,0.0
13.600000000000001,256,0,16,0.0
13.600000000000001,256,0,32,0.0
13.600000000000001,256,0,64,0.0
13.600000000000001,256,0,128,0.0
13.600000000000001,256,1,1,0.0
13.600000000000001,256,1,2,0.0
13.600000000000001,256,1,4,0.0
13.600000000000001,256,1,8,0.0
13.600000000000001,256,1,16,0.0
13.600000000000001,256,1,32,0.0
13.600000000000001,256,1,64,0.0
13.600000000000001,256,1,128,0.0
13.600000000000001,256,2,1,0.0
13.600000000000001,256,2,2,0.0
13.600000000000001,256,2,4,0.0
13.600000000000001,256,2,8,0.0
13.600000000000001,256,2,16,0.0
13.600000000000001,256,2,32,0.0
13.600000000000001,256,2,64,0.0
13.600000000000001,256,2,128,0.0
13.600000000000001,256,3,1,0.0
13.600000000000001,256,3,2,0.0
13.600000000000001,256,3,4,0.0
13.600000000000001,256,3,8,0.0
13.600000000000001,256,3,16,0.0
13.600000000000001,256,3,32,0.0
13.600000000000001,256,3,64,0.0
13.600000000000001,256,3,128,0.0
13.600000000000001,256,4,1,0.0
13.600000000000001,256,4,2,0.0
13.600000000000001,256,4,4,0.0
13.600000000000001,256,4,8,0.0
13.600000000000001,256,4,16,0.0
13.600000000000001,256,4,32,0.0
13.600000000000001,256,4,64,0.0
13.600000000000001,256,4,128,0.0
13.600000000000001,256,6,1,0.0
13.600000000000001,256,6,2,0.0
13.600000000000001,256,6,4,0.0
13.600000000000001,256,6,8,0.0
13.600000000000001,256,6,16,0.0
13.600000000000001,256,6,32,0.0
13.600000000000001,256,6,64,0.0
13.600000000000001,256,6,128,0.0
13.600000000000001,256,8,1,0.0
13.600000000000001,256,8,2,0.0
13.600000000000001,256,8,4,0.0
13.600000000000001,256,8,8,0.0
13.600000000000001,256,8,16,0.0
13.600000000000001,256,8,32,0.0
13.600000000000001,256,8,64,0.0
13.600000000000001,256,8,128,0.0
13.700000000000003,256,0,1,0.0
13.700000000000003,256,0,2,0.0
13.700000000000003,256,0,4,0.0
13.700000000000003,256,0,8,0.0
13.700000000000003,256,0,16,0.0
13.700000000000003,256,0,32,0.0
13.700000000000003,256,0,64,0.0
13.700000000000003,256,0,128,0.0
13.700000000000003,256,1,1,0.0
13.700000000000003,256,1,2,0.0
13.700000000000003,256,1,4,0.0
13.700000000000003,256,1,8,0.0
13.700000000000003,256,1,16,0.0
13.700000000000003,256,1,32,0.0
13.700000000000003,256,1,64,0.0
13.700000000000003,256,1,128,0.0
13.700000000000003,256,2,1,0.0
13.700000000000003,256,2,2,0.0
13.700000000000003,256,2,4,0.0
13.700000000000003,256,2,8,0.0
13.700000000000003,256,2,16,0.0
13.700000000000003,256,2,32,0.0
13.700000000000003,256,2,64,0.0
13.700000000000003,256,2,128,0.0
13.700000000000003,256,3,1,0.0
13.700000000000003,256,3,2,0.0
13.700000000000003,256,3,4,0.0
13.700000000000003,256,3,8,0.0
13.700000000000003,256,3,16,0.0
13.700000000000003,256,3,32,0.0
13.700000000000003,256,3,64,0.0
13.700000000000003,256,3,128,0.0
13.700000000000003,256,4,1,0.0
13.700000000000003,256,4,2,0.0
13.700000000000003,256,4,4,0.0
13.700000000000003,256,4,8,0.0
13.700000000000003,256,4,16,0.0
13.700000000000003,256,4,32,0.0
13.700000000000003,256,4,64,0.0
13.700000000000003,256,4,128,0.0
13.700000000000003,256,6,1,0.0
13.700000000000003,256,6,2,0.0
13.700000000000003,256,6,4,0.0
13.700000000000003,256,6,8,0.0
13.700000000000003,256,6,16,0.0
13.700000000000003,256,6,32,0.0
13.700000000000003,256,6,64,0.0
13.700000000000003,256,6,128,0.0
13.700000000000003,256,8,1,0.0
13.700000000000003,256,8,2,0.0
13.700000000000003,256,8,4,0.0
13.700000000000003,256,8,8,0.0
13.700000000000003,256,8,16,0.0
13.700000000000003,256,8,32,0.0
13.700000000000003,256,8,64,0.0
13.700000000000003,256,8,128,0.0
13.800000000000004,256,0,1,0.0
13.800000000000004,256,0,2,0.0
13.800000000000004,256,0,4,0.0
13.800000000000004,256,0,8,0.0
13.800000000000004,256,0,16,0.0
13.800000000000004,256,0,32,0.0
13.800000000000004,256,0,64,0.0
13.800000000000004,256,0,128,0.0
13.800000000000004,256,1,1,0.0
13.800000000000004,256,1,2,0.0
13.800000000000004,256,1,4,0.0
13.800000000000004,256,1,8,0.0
13.800000000000004,256,1,16,0.0
13.800000000000004,256,1,32,0.0
13.800000000000004,256,1,64,0.0
13.800000000000004,256,1,128,0.0
13.800000000000004,256,2,1,0.0
13.800000000000004,256,2,2,0.0
13.800000000000004,256,2,4,0.0
13.800000000000004,256,2,8,0.0
13.800000000000004,256,2,16,0.0
13.800000000000004,256,2,32,0.0
13.800000000000004,256,2,64,0.0
13.800000000000004,256,2,128,0.0
13.800000000000004,256,3,1,0.0
13.800000000000004,256,3,2,0.0
13.800000000000004,256,3,4,0.0
13.800000000000004,256,3,8,0.0
13.800000000000004,256,3,16,0.0
13.800000000000004,256,3,32,0.0
13.800000000000004,256,3,64,0.0
13.800000000000004,256,3,128,0.0
13.800000000000004,256,4,1,0.0
13.800000000000004,256,4,2,0.0
13.800000000000004,256,4,4,0.0
13.800000000000004,256,4,8,0.0
13.800000000000004,256,4,16,0.0
13.800000000000004,256,4,32,0.0
13.800000000000004,256,4,64,0.0
13.800000000000004,256,4,128,0.0
13.800000000000004,256,6,1,0.0
13.800000000000004,256,6,2,0.0
13.800000000000004,256,6,4,0.0
13.800000000000004,256,6,8,0.0
13.800000000000004,256,6,16,0.0
13.800000000000004,256,6,32,0.0
13.800000000000004,256,6,64,0.0
13.800000000000004,256,6,128,0.0
13.800000000000004,256,8,1,0.0
13.800000000000004,256,8,2,0.0
13.800000000000004,256,8,4,0.0
13.800000000000004,256,8,8,0.0
13.800000000000004,256,8,16,0.0
13.800000000000004,256,8,32,0.0
13.800000000000004,256,8,64,0.0
13.800000000000004,256,8,128,0.0
13.900000000000006,256,0,1,0.0
13.900000000000006,256,0,2,0.0
13.900000000000006,256,0,4,0.0
13.900000000000006,256,0,8,0.0
13.900000000000006,256,0,16,0.0
13.900000000000006,256,0,32,0.0
13.900000000000006,256,0,64,0.0
13.900000000000006,256,0,128,0.0
13.900000000000006,256,1,1,0.0
13.900000000000006,256,1,2,0.0
13.900000000000006,256,1,4,0.0
13.900000000000006,256,1,8,0.0
13.900000000000006,256,1,16,0.0
13.900000000000006,256,1,32,0.0
13.900000000000006,256,1,64,0.0
13.900000000000006,256,1,128,0.0
13.900000000000006,256,2,1,0.0
13.900000000000006,256,2,2,0.0
13.900000000000006,256,2,4,0.0
13.900000000000006,256,2,8,0.0
13.900000000000006,256,2,16,0.0
13.900000000000006,256,2,32,0.0
13.900000000000006,256,2,64,0.0
13.900000000000006,256,2,128,0.0
13.900000000000006,256,3,1,0.0
13.900000000000006,256,3,2,0.0
13.900000000000006,256,3,4,0.0
13.900000000000006,256,3,8,0.0
13.900000000000006,256,3,16,0.0
13.900000000000006,256,3,32,0.0
13.900000000000006,256,3,64,0.0
13.900000000000006,256,3,128,0.0
13.900000000000006,256,4,1,0.0
13.900000000000006,256,4,2,0.0
13.900000000000006,256,4,4,0.0
13.900000000000006,256,4,8,0.0
13.900000000000006,256,4,16,0.0
13.900000000000006,256,4,32,0.0
13.900000000000006,256,4,64,0.0
13.900000000000006,256,4,128,0.0
13.900000000000006,256,6,1,0.0
13.900000000000006,256,6,2,0.0
13.900000000000006,256,6,4,0.0
13.900000000000006,256,6,8,0.0
13.900000000000006,256,6,16,0.0
13.900000000000006,256,6,32,0.0
13.900000000000006,256,6,64,0.0
13.900000000000006,256,6,128,0.0
13.900000000000006,256,8,1,0.0
13.900000000000006,256,8,2,0.0
13.900000000000006,256,8,4,0.0
13.900000000000006,256,8,8,0.0
13.900000000000006,256,8,16,0.0
13.900000000000006,256,8,32,0.0
13.900000000000006,256,8,64,0.0
13.900000000000006,256,8,128,0.0
14.0,256,0,1,0.0
14.0,256,0,2,0.0
14.0,256,0,4,0.0
14.0,256,0,8,0.0
14.0,256,0,16,0.0
14.0,256,0,32,0.0
14.0,256,0,64,0.0
14.0,256,0,128,0.0
14.0,256,1,1,0.0
14.0,256,1,2,0.0
14.0,256,1,4,0.0
14.0,256,1,8,0.0
14.0,256,1,16,0.0
14.0,256,1,32,0.0
14.0,256,1,64,0.0
14.0,256,1,128,0.0
14.0,256,2,1,0.0
14.0,256,2,2,0.0
14.0,256,2,4,0.0
14.0,256,2,8,0.0
14.0,256,2,16,0.0
14.0,256,2,32,0.0
14.0,256,2,64,0.0
14.0,256,2,128,0.0
14.0,256,3,1,0.0
14.0,256,3,2,0.0
14.0,256,3,4,0.0
14.0,256,3,8,0.0
14.0,256,3,16,0.0
14.0,256,3,32,0.0
14.0,256,3,64,0.0
14.0,256,3,128,0.0
14.0,256,4,1,0.0
14.0,256,4,2,0.0
14.0,256,4,4,0.0
14.0,256,4,8,0.0
14.0,256,4,16,0.0
14.0,256,4,32,0.0
14.0,256,4,64,0.0
14.0,256,4,128,0.0
14.0,256,6,1,0.0
14.0,256,6,2,0.0
14.0,256,6,4,0.0
14.0,256,6,8,0.0
14.0,256,6,16,0.0
14.0,256,6,32,0.0
14.0,256,6,64,0.0
14.0,256,6,128,0.0
14.0,256,8,1,0.0
14.0,256,8,2,0.0
14.0,256,8,4,0.0
14.0,256,8,8,0.0
14.0,256,8,16,0.0
14.0,256,8,32,0.0
14.0,256,8,64,0.0
14.0,256,8,128,0.0
14.100000000000001,256,0,1,0.0
14.100000000000001,256,0,2,0.0
14.100000000000001,256,0,4,0.0
14.100000000000001,256,0,8,0.0
14.100000000000001,256,0,16,0.0
14.100000000000001,256,0,32,0.0
14.100000000000001,256,0,64,0.0
14.100000000000001,256,0,128,0.0
14.100000000000001,256,1,1,0.0
14.100000000000001,256,1,2,0.0
14.100000000000001,256,1,4,0.0
14.100000000000001,256,1,8,0.0
14.100000000000001,256,1,16,0.0
14.100000000000001,256,1,32,0.0
14.100000000000001,256,1,64,0.0
14.100000000000001,256,1,128,0.0
14.100000000000001,256,2,1,0.0
14.100000000000001,256,2,2,0.0
14.100000000000001,256,2,4,0.0
14.100000000000001,256,2,8,0.0
14.100000000000001,256,2,16,0.0
14.100000000000001,256,2,32,0.0
14.100000000000001,256,2,64,0.0
14.100000000000001,256,2,128,0.0
14.100000000000001,256,3,1,0.0
14.100000000000001,256,3,2,0.0
14.100000000000001,256,3,4,0.0
14.100000000000001,256,3,8,0.0
14.100000000000001,256,3,16,0.0
14.100000000000001,256,3,32,0.0
14.100000000000001,256,3,64,0.0
14.100000000000001,256,3,128,0.0
14.100000000000001,256,4,1,0.0
14.100000000000001,256,4,2,0.0
14.100000000000001,256,4,4,0.0
14.100000000000001,256,4,8,0.0
14.100000000000001,256,4,16,0.0
14.100000000000001,256,4,32,0.0
14.100000000000001,256,4,64,0.0
14.100000000000001,256,4,128,0.0
14.100000000000001,256,6,1,0.0
14.100000000000001,256,6,2,0.0
14.100000000000001,256,6,4,0.0
14.100000000000001,256,6,8,0.0
14.100000000000001,256,6,16,0.0
14.100000000000001,256,6,32,0.0
14.100000000000001,256,6,64,0.0
14.100000000000001,256,6,128,0.0
14.100000000000001,256,8,1,0.0
14.100000000000001,256,8,2,0.0
14.100000000000001,256,8,4,0.0
14.100000000000001,256,8,8,0.0
14.100000000000001,256,8,16,0.0
14.100000000000001,256,8,32,0.0
14.100000000000001,256,8,64,0.0
14.100000000000001,256,8,128,0.0
14.200000000000003,256,0,1,0.0
14.200000000000003,256,0,2,0.0
14.200000000000003,256,0,4,0.0
14.200000000000003,256,0,8,0.0
14.200000000000003,256,0,16,0.0
14.200000000000003,256,0,32,0.0
14.200000000000003,256,0,64,0.0
14.200000000000003,256,0,128,0.0
14.200000000000003,256,1,1,0.0
14.200000000000003,256,1,2,0.0
14.200000000000003,256,1,4,0.0
14.200000000000003,256,1,8,0.0
14.200000000000003,256,1,16,0.0
14.200000000000003,256,1,32,0.0
14.200000000000003,256,1,64,0.0
14.200000000000003,256,1,128,0.0
14.200000000000003,256,2,1,0.0
14.200000000000003,256,2,2,0.0
14.200000000000003,256,2,4,0.0
14.200000000000003,256,2,8,0.0
14.200000000000003,256,2,16,0.0
14.200000000000003,256,2,32,0.0
14.200000000000003,256,2,64,0.0
14.200000000000003,256,2,128,0.0
14.200000000000003,256,3,1,0.0
14.200000000000003,256,3,2,0.0
14.200000000000003,256,3,4,0.0
14.200000000000003,256,3,8,0.0
14.200000000000003,256,3,16,0.0
14.200000000000003,256,3,32,0.0
14.200000000000003,256,3,64,0.0
14.200000000000003,256,3,128,0.0
14.200000000000003,256,4,1,0.0
14.200000000000003,256,4,2,0.0
14.200000000000003,256,4,4,0.0
14.200000000000003,256,4,8,0.0
14.200000000000003,256,4,16,0.0
14.200000000000003,256,4,32,0.0
14.200000000000003,256,4,64,0.0
14.200000000000003,256,4,128,0.0
14.200000000000003,256,6,1,0.0
14.200000000000003,256,6,2,0.0
14.200000000000003,256,6,4,0.0
14.200000000000003,256,6,8,0.0
14.200000000000003,256,6,16,0.0
14.200000000000003,256,6,32,0.0
14.200000000000003,256,6,64,0.0
14.200000000000003,256,6,128,0.0
14.200000000000003,256,8,1,0.0
14.200000000000003,256,8,2,0.0
14.200000000000003,256,8,4,0.0
14.200000000000003,256,8,8,0.0
14.200000000000003,256,8,16,0.0
14.200000000000003,256,8,32,0.0
14.200000000000003,256,8,64,0.0
14.200000000000003,256,8,128,0.0
14.300000000000004,256,0,1,0.0
14.300000000000004,256,0,2,0.0
14.300000000000004,256,0,4,0.0
14.300000000000004,256,0,8,0.0
14.300000000000004,256,0,16,0.0
14.300000000000004,256,0,32,0.0
14.300000000000004,256,0,64,0.0
14.300000000000004,256,0,128,0.0
14.300000000000004,256,1,1,0.0
14.300000000000004,256,1,2,0.0
14.300000000000004,256,1,4,0.0
14.300000000000004,256,1,8,0.0
14.300000000000004,256,1,16,0.0
14.300000000000004,256,1,32,0.0
14.300000000000004,256,1,64,0.0
14.300000000000004,256,1,128,0.0
14.300000000000004,256,2,1,0.0
14.300000000000004,256,2,2,0.0
14.300000000000004,256,2,4,0.0
14.300000000000004,256,2,8,0.0
14.300000000000004,256,2,16,0.0
14.300000000000004,256,2,32,0.0
14.300000000000004,256,2,64,0.0
14.300000000000004,256,2,128,0.0
14.300000000000004,256,3,1,0.0
14.300000000000004,256,3,2,0.0
14.300000000000004,256,3,4,0.0
14.300000000000004,256,3,8,0.0
14.300000000000004,256,3,16,0.0
14.300000000000004,256,3,32,0.0
14.300000000000004,256,3,64,0.0
14.300000000000004,256,3,128,0.0
14.300000000000004,256,4,1,0.0
14.300000000000004,256,4,2,0.0
14.300000000000004,256,4,4,0.0
14.300000000000004,256,4,8,0.0
14.300000000000004,256,4,16,0.0
14.300000000000004,256,4,32,0.0
14.300000000000004,256,4,64,0.0
14.300000000000004,256,4,128,0.0
14.300000000000004,256,6,1,0.0
14.300000000000004,256,6,2,0.0
14.300000000000004,256,6,4,0.0
14.300000000000004,256,6,8,0.0
14.300000000000004,256,6,16,0.0
14.300000000000004,256,6,32,0.0
14.300000000000004,256,6,64,0.0
14.300000000000004,256,6,128,0.0
14.300000000000004,256,8,1,0.0
14.300000000000004,256,8,2,0.0
14.300000000000004,256,8,4,0.0
14.300000000000004,256,8,8,0.0
14.300000000000004,256,8,16,0.0
14.300000000000004,256,8,32,0.0
14.300000000000004,256,8,64,0.0
14.300000000000004,256,8,128,0.0
14.400000000000006,256,0,1,0.0
14.400000000000006,256,0,2,0.0
14.400000000000006,256,0,4,0.0
14.400000000000006,256,0,8,0.0
14.400000000000006,256,0,16,0.0
14.400000000000006,256,0,32,0.0
14.400000000000006,256,0,64,0.0
14.400000000000006,256,0,128,0.0
14.400000000000006,256,1,1,0.0
14.400000000000006,256,1,2,0.0
14.400000000000006,256,1,4,0.0
14.400000000000006,256,1,8,0.0
14.400000000000006,256,1,16,0.0
14.400000000000006,256,1,32,0.0
14.400000000000006,256,1,64,0.0
14.400000000000006,256,1,128,0.0
14.400000000000006,256,2,1,0.0
14.400000000000006,256,2,2,0.0
14.400000000000006,256,2,4,0.0
14.400000000000006,256,2,8,0.0
14.400000000000006,256,2,16,0.0
14.400000000000006,256,2,32,0.0
14.400000000000006,256,2,64,0.0
14.400000000000006,256,2,128,0.0
14.400000000000006,256,3,1,0.0
14.400000000000006,256,3,2,0.0
14.400000000000006,256,3,4,0.0
14.400000000000006,256,3,8,0.0
14.400000000000006,256,3,16,0.0
14.400000000000006,256,3,32,0.0
14.400000000000006,256,3,64,0.0
14.400000000000006,256,3,128,0.0
14.400000000000006,256,4,1,0.0
14.400000000000006,256,4,2,0.0
14.400000000000006,256,4,4,0.0
14.400000000000006,256,4,8,0.0
14.400000000000006,256,4,16,0.0
14.400000000000006,256,4,32,0.0
14.400000000000006,256,4,64,0.0
14.400000000000006,256,4,128,0.0
14.400000000000006,256,6,1,0.0
14.400000000000006,256,6,2,0.0
14.400000000000006,256,6,4,0.0
14.400000000000006,256,6,8,0.0
14.400000000000006,256,6,16,0.0
14.400000000000006,256,6,32,0.0
14.400000000000006,256,6,64,0.0
14.400000000000006,256,6,128,0.0
14.400000000000006,256,8,1,0.0
14.400000000000006,256,8,2,0.0
14.400000000000006,256,8,4,0.0
14.400000000000006,256,8,8,0.0
14.400000000000006,256,8,16,0.0
14.400000000000006,256,8,32,0.0
14.400000000000006,256,8,64,0.0
14.400000000000006,256,8,128,0.0
14.5,256,0,1,0.0
14.5,256,0,2,0.0
14.5,256,0,4,0.0
14.5,256,0,8,0.0
14.5,256,0,16,0.0
14.5,256,0,32,0.0
14.5,256,0,64,0.0
14.5,256,0,128,0.0
14.5,256,1,1,0.0
14.5,256,1,2,0.0
14.5,256,1,4,0.0
14.5,256,1,8,0.0
14.5,256,1,16,0.0
14.5,256,1,32,0.0
14.5,256,1,64,0.0
14.5,256,1,128,0.0
14.5,256,2,1,0.0
14.5,256,2,2,0.0
14.5,256,2,4,0.0
14.5,256,2,8,0.0
14.5,256,2,16,0.0
14.5,256,2,32,0.0
14.5,256,2,64,0.0
14.5,256,2,128,0.0
14.5,256,3,1,0.0
14.5,256,3,2,0.0
14.5,256,3,4,0.0
14.5,256,3,8,0.0
14.5,256,3,16,0.0
14.5,256,3,32,0.0
14.5,256,3,64,0.0
14.5,256,3,128,0.0
